,per_blue_win,per_red_win,minute,predicted_label,label
14650,0.36,0.64,20,0,0
20335,0.41,0.59,4,0,0
6938,0.54,0.46,1,1,1
19020,0.44,0.56,9,0,0
5425,0.67,0.33,19,1,0
14707,0.36,0.64,7,0,0
19836,0.45,0.55,2,0,0
12253,0.0,1.0,35,0,0
8580,0.88,0.12,22,1,1
3415,0.98,0.02,36,1,1
15705,0.55,0.45,20,1,1
17906,0.57,0.43,15,1,0
20108,0.99,0.01,25,1,1
242,0.64,0.36,1,1,1
20668,0.23,0.77,23,0,0
19688,0.56,0.44,0,1,0
16806,0.29,0.71,14,0,1
9021,0.64,0.36,2,1,1
742,0.66,0.34,17,1,1
14562,0.71,0.29,27,1,1
13956,1.0,0.0,33,1,1
6556,0.42,0.58,9,0,0
15672,0.44,0.56,8,0,1
8456,0.1,0.9,31,0,0
9756,0.45,0.55,11,0,0
3938,0.33,0.67,30,0,1
17521,0.32,0.68,22,0,0
7562,0.95,0.05,30,1,1
12584,0.33,0.67,11,0,1
20106,0.44,0.56,0,0,1
14796,0.49,0.51,3,0,1
16595,0.81,0.19,29,1,1
1809,0.81,0.19,18,1,1
14423,0.51,0.49,9,1,0
9345,0.39,0.61,13,0,1
2227,0.42,0.58,3,0,0
19186,0.45,0.55,4,0,1
12102,0.5,0.5,8,0,0
14091,0.98,0.02,34,1,1
18444,0.51,0.49,4,1,1
1755,0.15,0.85,31,0,0
13144,0.1,0.9,26,0,0
10007,0.74,0.26,16,1,0
342,0.98,0.02,36,1,1
17001,0.78,0.22,18,1,0
5721,0.87,0.13,26,1,1
7246,0.58,0.42,7,1,1
4135,0.03,0.97,30,0,0
20053,0.52,0.48,0,1,1
1011,0.24,0.76,12,0,1
6595,1.0,0.0,27,1,1
11526,0.45,0.55,7,0,0
8641,0.66,0.34,16,1,1
21086,1.0,0.0,25,1,1
15378,0.36,0.64,22,0,0
13637,0.81,0.19,17,1,1
10735,0.51,0.49,5,1,0
115,0.03,0.97,27,0,0
4467,0.2,0.8,23,0,0
4527,0.06,0.94,29,0,0
8766,0.77,0.23,19,1,0
5262,0.45,0.55,2,0,0
7918,0.46,0.54,0,0,1
12055,0.05,0.95,29,0,0
13473,0.42,0.58,26,0,0
3922,0.99,0.01,33,1,1
6354,0.48,0.52,23,0,0
4235,0.43,0.57,22,0,0
17944,0.59,0.41,5,1,1
15038,0.01,0.99,25,0,0
2122,0.68,0.32,18,1,1
17526,0.44,0.56,12,0,0
628,0.27,0.73,32,0,0
10730,0.01,0.99,28,0,0
14710,0.09,0.91,26,0,0
10752,0.57,0.43,1,1,0
5191,0.98,0.02,28,1,1
1610,0.03,0.97,33,0,0
1291,0.64,0.36,16,1,1
5558,0.44,0.56,6,0,0
4570,0.66,0.34,10,1,0
10211,0.53,0.47,25,1,1
1381,0.31,0.69,20,0,0
18212,0.48,0.52,5,0,0
20510,0.97,0.03,28,1,1
17551,0.19,0.81,22,0,0
15854,0.41,0.59,0,0,0
8299,0.4,0.6,4,0,1
7115,0.17,0.83,28,0,1
20235,0.36,0.64,21,0,0
11181,0.16,0.84,21,0,0
6363,0.96,0.04,28,1,1
9736,0.76,0.24,18,1,1
15340,0.53,0.47,5,1,0
335,0.58,0.42,3,1,1
11268,0.44,0.56,8,0,0
10847,0.01,0.99,35,0,0
11067,0.5,0.5,10,0,0
13400,0.52,0.48,7,1,0
7509,0.5,0.5,10,1,0
17029,0.53,0.47,6,1,0
20320,0.27,0.73,7,0,1
16229,0.0,1.0,36,0,0
7968,0.75,0.25,18,1,1
20299,0.78,0.22,20,1,1
11214,0.5,0.5,4,0,1
11344,0.42,0.58,12,0,1
18933,0.45,0.55,6,0,1
17717,0.48,0.52,2,0,0
1993,1.0,0.0,35,1,1
10208,0.01,0.99,30,0,0
13916,0.45,0.55,6,0,1
7728,0.0,1.0,31,0,0
1949,0.47,0.53,3,0,1
13224,0.65,0.35,26,1,1
18862,0.78,0.22,17,1,1
10349,0.37,0.63,23,0,0
14458,0.26,0.74,32,0,0
12439,1.0,0.0,34,1,1
17731,0.0,1.0,35,0,0
4390,0.08,0.92,29,0,0
16915,0.64,0.36,29,1,1
17691,0.46,0.54,8,0,1
1507,0.25,0.75,9,0,0
4567,0.89,0.11,20,1,1
20087,0.4,0.6,10,0,0
14958,0.46,0.54,12,0,0
11528,0.69,0.31,22,1,0
18624,0.45,0.55,20,0,0
20877,0.54,0.46,8,1,0
217,0.29,0.71,21,0,0
2943,0.45,0.55,29,0,0
2678,0.41,0.59,13,0,1
11916,0.49,0.51,4,0,1
15896,0.49,0.51,14,0,0
4429,0.51,0.49,2,1,0
4675,0.36,0.64,11,0,1
1437,0.37,0.63,10,0,0
6189,0.63,0.37,19,1,1
20424,0.81,0.19,16,1,1
19710,0.99,0.01,32,1,1
14035,0.48,0.52,4,0,0
15243,0.74,0.26,18,1,0
8424,0.96,0.04,29,1,1
11396,0.45,0.55,12,0,1
7922,0.66,0.34,23,1,1
1700,0.57,0.43,7,1,0
14000,0.98,0.02,34,1,1
11343,0.93,0.07,31,1,1
18422,0.35,0.65,8,0,1
21264,0.69,0.31,34,1,1
17135,0.63,0.37,15,1,0
1759,0.01,0.99,32,0,0
6655,0.93,0.07,23,1,0
17345,0.43,0.57,9,0,1
15381,0.49,0.51,14,0,1
3558,0.63,0.37,5,1,0
14043,0.48,0.52,13,0,0
9110,0.53,0.47,8,1,0
18839,0.51,0.49,6,1,1
14149,0.34,0.66,22,0,1
8997,1.0,0.0,31,1,1
4883,0.32,0.68,25,0,0
21164,1.0,0.0,33,1,1
491,0.55,0.45,16,1,1
8120,0.55,0.45,4,1,0
8500,0.99,0.01,32,1,1
13054,0.0,1.0,30,0,0
7239,0.34,0.66,10,0,0
2834,0.37,0.63,12,0,1
3899,0.4,0.6,10,0,0
5903,0.52,0.48,8,1,1
11533,0.52,0.48,5,1,1
13817,0.98,0.02,34,1,0
10198,0.59,0.41,15,1,0
19761,0.29,0.71,24,0,0
3021,0.3,0.7,4,0,1
12489,0.99,0.01,32,1,1
5543,0.46,0.54,14,0,1
14637,0.03,0.97,26,0,0
7312,0.57,0.43,6,1,1
19235,0.66,0.34,18,1,1
1231,0.39,0.61,11,0,1
14131,0.52,0.48,15,1,0
10664,0.34,0.66,14,0,0
12330,0.49,0.51,10,0,1
17958,0.46,0.54,3,0,0
14115,0.56,0.44,16,1,1
11015,0.51,0.49,9,1,1
18303,0.54,0.46,4,1,1
778,1.0,0.0,26,1,1
6158,0.98,0.02,26,1,1
4003,0.52,0.48,17,1,1
7490,0.8,0.2,18,1,1
642,0.31,0.69,13,0,1
16129,0.01,0.99,36,0,0
15647,0.53,0.47,18,1,0
10477,0.43,0.57,9,0,1
20780,0.04,0.96,29,0,0
13116,0.19,0.81,31,0,0
6717,0.55,0.45,16,1,0
13769,0.0,1.0,32,0,0
13995,0.53,0.47,0,1,1
6377,0.38,0.62,8,0,1
3841,0.56,0.44,6,1,0
10175,0.34,0.66,15,0,0
9971,0.41,0.59,11,0,0
3842,0.72,0.28,17,1,0
6084,0.02,0.98,28,0,0
21117,0.72,0.28,18,1,1
5055,0.42,0.58,9,0,1
4982,0.28,0.72,28,0,0
6715,0.63,0.37,8,1,1
1373,0.08,0.92,33,0,0
9998,0.49,0.51,20,0,0
3177,0.3,0.7,12,0,0
8040,0.15,0.85,30,0,0
12218,0.52,0.48,10,1,1
16653,0.02,0.98,25,0,0
4806,0.44,0.56,0,0,1
18908,0.27,0.73,34,0,0
16565,0.84,0.16,17,1,1
18941,0.29,0.71,36,0,0
6228,0.82,0.18,17,1,1
8429,0.98,0.02,32,1,1
8400,0.47,0.53,8,0,0
20529,0.33,0.67,13,0,0
5904,0.49,0.51,2,0,0
3828,0.34,0.66,33,0,0
5931,0.51,0.49,28,1,0
11459,0.95,0.05,32,1,1
17713,0.47,0.53,7,0,1
14487,0.42,0.58,3,0,0
7736,0.66,0.34,20,1,1
460,0.06,0.94,27,0,0
16914,0.46,0.54,9,0,1
11145,0.51,0.49,31,1,1
6528,0.41,0.59,20,0,0
16770,0.02,0.98,30,0,0
1761,0.65,0.35,16,1,0
15087,0.54,0.46,19,1,0
18975,0.4,0.6,13,0,0
12624,0.46,0.54,5,0,1
1051,1.0,0.0,26,1,1
1937,0.81,0.19,21,1,1
6910,0.49,0.51,0,0,0
2581,0.61,0.39,4,1,1
15072,0.43,0.57,5,0,0
823,0.9,0.1,25,1,1
2436,0.72,0.28,22,1,1
7491,0.95,0.05,23,1,1
7385,0.59,0.41,18,1,0
19113,0.35,0.65,33,0,0
2836,0.93,0.07,22,1,1
18924,0.42,0.58,13,0,1
19671,0.26,0.74,13,0,0
11639,1.0,0.0,31,1,1
11583,0.35,0.65,14,0,0
13588,0.52,0.48,6,1,0
3715,0.97,0.03,33,1,1
14063,0.49,0.51,2,0,1
15257,0.25,0.75,36,0,0
16563,0.76,0.24,17,1,0
20099,0.41,0.59,5,0,1
13887,0.54,0.46,10,1,0
16798,0.95,0.05,21,1,0
1766,1.0,0.0,31,1,1
14071,0.95,0.05,35,1,1
18181,0.16,0.84,24,0,0
4895,0.43,0.57,26,0,0
16257,0.99,0.01,35,1,1
6612,0.62,0.38,16,1,0
8703,0.65,0.35,26,1,1
6885,0.56,0.44,15,1,0
10866,0.97,0.03,30,1,1
20953,0.02,0.98,31,0,0
7714,0.4,0.6,8,0,0
17671,0.46,0.54,8,0,1
2869,0.43,0.57,9,0,0
13172,0.73,0.27,21,1,0
21234,0.48,0.52,6,0,0
13610,0.85,0.15,27,1,1
91,0.38,0.62,11,0,0
4385,0.03,0.97,25,0,0
13589,0.55,0.45,4,1,0
11618,0.5,0.5,0,1,1
2257,0.84,0.16,23,1,1
18053,0.79,0.21,18,1,1
19223,1.0,0.0,33,1,1
7878,0.38,0.62,9,0,1
4224,0.24,0.76,21,0,0
6202,0.86,0.14,29,1,1
15076,0.6,0.4,17,1,1
5476,0.38,0.62,7,0,0
7591,0.03,0.97,23,0,0
20039,1.0,0.0,35,1,1
17529,0.19,0.81,28,0,1
1004,0.52,0.48,2,1,1
2866,0.35,0.65,1,0,0
2853,0.47,0.53,7,0,0
330,0.55,0.45,2,1,1
9283,0.58,0.42,20,1,0
7160,0.51,0.49,0,1,0
9643,0.78,0.22,26,1,1
8224,0.31,0.69,13,0,0
19860,0.97,0.03,24,1,1
10526,0.07,0.93,28,0,0
893,0.49,0.51,10,0,0
8402,0.98,0.02,24,1,1
11792,0.38,0.62,11,0,1
11053,0.53,0.47,2,1,0
20784,0.89,0.11,27,1,1
2888,0.22,0.78,23,0,1
14365,0.58,0.42,16,1,0
8487,0.5,0.5,20,0,1
2355,0.0,1.0,30,0,0
4829,0.54,0.46,0,1,0
17576,0.53,0.47,4,1,0
8047,0.46,0.54,13,0,0
17165,0.91,0.09,21,1,1
19561,0.45,0.55,20,0,1
13396,0.81,0.19,17,1,1
4839,0.47,0.53,14,0,1
20739,0.34,0.66,5,0,0
18171,0.57,0.43,5,1,1
7189,0.6,0.4,16,1,1
2541,0.75,0.25,15,1,1
2302,0.92,0.08,22,1,1
11893,0.52,0.48,2,1,0
4836,0.26,0.74,6,0,1
12805,0.73,0.27,20,1,1
12676,0.75,0.25,18,1,1
20192,0.99,0.01,34,1,1
6614,0.55,0.45,1,1,0
12438,0.47,0.53,15,0,0
7803,1.0,0.0,35,1,1
12263,0.7,0.3,15,1,0
10619,0.62,0.38,24,1,1
15966,0.53,0.47,15,1,0
5483,0.05,0.95,27,0,0
14878,0.03,0.97,31,0,0
834,0.35,0.65,1,0,0
8408,0.0,1.0,36,0,0
10278,0.04,0.96,29,0,0
14874,0.99,0.01,29,1,1
19741,0.46,0.54,22,0,0
3521,1.0,0.0,36,1,1
5997,0.5,0.5,3,0,1
17328,0.5,0.5,5,0,1
2416,0.29,0.71,31,0,0
4846,0.74,0.26,5,1,0
13951,0.69,0.31,23,1,1
18328,0.41,0.59,14,0,0
19296,0.04,0.96,23,0,0
12274,0.99,0.01,34,1,1
20715,0.12,0.88,33,0,0
14500,0.47,0.53,8,0,1
21360,0.73,0.27,18,1,1
18795,0.57,0.43,0,1,0
18081,0.99,0.01,35,1,1
19608,0.48,0.52,4,0,0
666,0.72,0.28,16,1,1
12512,0.32,0.68,22,0,0
17035,0.75,0.25,21,1,0
14771,0.43,0.57,19,0,0
13289,0.91,0.09,26,1,1
14349,0.45,0.55,3,0,1
3675,0.71,0.29,20,1,0
17442,0.0,1.0,35,0,0
20792,0.72,0.28,19,1,1
7991,0.68,0.32,18,1,0
6570,0.38,0.62,1,0,1
19887,0.45,0.55,10,0,1
7583,0.6,0.4,18,1,1
288,0.34,0.66,20,0,0
16259,0.8,0.2,32,1,1
8476,0.57,0.43,8,1,1
3994,0.48,0.52,6,0,1
7649,0.67,0.33,17,1,1
14718,0.5,0.5,6,0,1
2870,0.56,0.44,7,1,1
9626,0.01,0.99,33,0,0
202,0.85,0.15,26,1,0
16502,0.53,0.47,7,1,1
9282,0.0,1.0,30,0,0
3957,0.99,0.01,35,1,1
13374,0.51,0.49,15,1,0
6410,0.7,0.3,25,1,1
19910,0.98,0.02,26,1,1
15100,0.66,0.34,22,1,1
3972,0.58,0.42,7,1,0
9285,0.04,0.96,32,0,0
3986,0.84,0.16,23,1,1
2150,0.4,0.6,11,0,0
9012,0.3,0.7,22,0,0
10960,0.01,0.99,32,0,0
14689,0.46,0.54,6,0,1
17876,0.0,1.0,30,0,0
5752,0.37,0.63,20,0,0
17300,0.69,0.31,17,1,1
3414,0.18,0.82,30,0,0
10219,0.29,0.71,10,0,1
714,0.47,0.53,13,0,1
14311,0.78,0.22,20,1,1
17103,0.5,0.5,1,1,1
5343,0.77,0.23,16,1,0
17909,0.04,0.96,21,0,0
9135,0.49,0.51,32,0,0
8173,0.43,0.57,5,0,1
1986,0.51,0.49,20,1,0
13515,0.11,0.89,31,0,0
11994,0.46,0.54,4,0,0
8168,0.42,0.58,27,0,0
220,0.42,0.58,7,0,1
20844,0.56,0.44,15,1,1
1276,0.22,0.78,26,0,0
16089,0.29,0.71,27,0,0
12492,0.39,0.61,23,0,1
9576,0.99,0.01,33,1,1
17213,0.98,0.02,35,1,1
21414,0.05,0.95,24,0,0
3723,0.89,0.11,28,1,1
1575,0.53,0.47,26,1,0
20129,0.01,0.99,30,0,0
14453,0.5,0.5,1,0,1
9579,0.49,0.51,23,0,0
18827,0.01,0.99,35,0,0
1643,0.25,0.75,14,0,0
17446,0.49,0.51,6,0,0
3979,0.49,0.51,7,0,0
10840,0.54,0.46,3,1,0
17816,0.68,0.32,18,1,1
14019,1.0,0.0,24,1,1
1118,0.04,0.96,31,0,0
13898,0.47,0.53,2,0,1
11559,0.54,0.46,3,1,1
12197,0.04,0.96,22,0,0
12633,0.49,0.51,15,0,0
8290,0.61,0.39,17,1,1
9189,0.46,0.54,11,0,1
8035,0.99,0.01,27,1,1
6116,0.58,0.42,9,1,1
17850,0.53,0.47,16,1,1
20732,0.54,0.46,6,1,1
2211,0.18,0.82,29,0,0
3301,0.26,0.74,11,0,0
9631,0.45,0.55,3,0,1
1404,0.38,0.62,5,0,0
10522,0.98,0.02,21,1,1
5499,0.01,0.99,30,0,0
6270,0.54,0.46,0,1,1
1705,0.51,0.49,18,1,0
16698,0.98,0.02,34,1,1
20313,0.76,0.24,19,1,0
2158,0.12,0.88,22,0,0
10315,0.72,0.28,30,1,1
21192,0.78,0.22,30,1,1
3791,1.0,0.0,35,1,1
20795,0.54,0.46,5,1,1
2975,0.52,0.48,4,1,0
502,0.79,0.21,19,1,0
11577,0.44,0.56,0,0,1
19713,0.43,0.57,20,0,0
20578,0.53,0.47,7,1,0
10077,0.45,0.55,11,0,1
10026,0.41,0.59,13,0,0
12829,1.0,0.0,21,1,1
9260,0.08,0.92,21,0,0
17045,0.53,0.47,21,1,0
7362,0.3,0.7,12,0,1
6567,0.67,0.33,24,1,1
15281,0.44,0.56,10,0,1
12054,0.98,0.02,25,1,1
15467,0.49,0.51,13,0,1
15263,0.45,0.55,1,0,1
319,0.57,0.43,15,1,0
1041,1.0,0.0,36,1,1
11492,0.45,0.55,14,0,1
4760,0.88,0.12,21,1,1
17184,0.58,0.42,14,1,0
16512,0.52,0.48,1,1,1
11772,0.29,0.71,14,0,0
12353,0.47,0.53,4,0,1
10188,0.46,0.54,16,0,0
6547,0.01,0.99,26,0,0
9165,0.49,0.51,3,0,1
6987,0.28,0.72,11,0,1
12075,0.67,0.33,31,1,0
11365,0.52,0.48,5,1,0
5299,0.0,1.0,34,0,0
16841,0.47,0.53,4,0,0
11785,0.39,0.61,12,0,0
11699,0.31,0.69,13,0,0
12612,0.09,0.91,25,0,0
9059,1.0,0.0,34,1,1
7287,1.0,0.0,33,1,1
5794,0.09,0.91,32,0,0
20740,0.54,0.46,2,1,1
11336,0.36,0.64,20,0,0
8550,0.4,0.6,10,0,0
9793,0.13,0.87,13,0,0
17267,0.49,0.51,3,0,0
11881,0.42,0.58,10,0,1
10885,0.88,0.12,31,1,1
15507,0.5,0.5,2,0,1
14199,0.37,0.63,12,0,0
3442,0.34,0.66,9,0,1
19268,0.05,0.95,23,0,0
874,0.51,0.49,6,1,0
9687,0.44,0.56,1,0,1
19772,0.29,0.71,14,0,1
254,0.4,0.6,10,0,0
11329,0.38,0.62,13,0,0
13506,0.49,0.51,0,0,0
19373,0.92,0.08,32,1,1
7609,0.05,0.95,33,0,0
20233,0.4,0.6,9,0,1
2390,0.99,0.01,31,1,1
10583,0.49,0.51,4,0,1
13008,0.0,1.0,35,0,0
14026,0.43,0.57,11,0,0
4688,0.66,0.34,20,1,1
3814,0.51,0.49,4,1,1
10869,0.55,0.45,3,1,0
10239,0.5,0.5,0,0,1
1826,0.55,0.45,0,1,0
12918,0.38,0.62,13,0,0
2464,0.02,0.98,22,0,0
9492,0.31,0.69,21,0,1
12297,0.51,0.49,14,1,1
11174,0.52,0.48,0,1,0
11929,0.6,0.4,16,1,1
18438,0.45,0.55,0,0,1
20384,0.15,0.85,36,0,0
6536,1.0,0.0,33,1,1
4358,0.42,0.58,12,0,0
13272,0.85,0.15,25,1,1
19495,0.78,0.22,35,1,1
11914,0.44,0.56,3,0,1
4413,0.09,0.91,32,0,0
8464,0.1,0.9,22,0,0
8771,0.37,0.63,21,0,0
3844,0.5,0.5,35,0,0
5793,0.99,0.01,28,1,1
16278,0.57,0.43,8,1,0
15136,0.81,0.19,26,1,1
3604,0.01,0.99,29,0,0
13332,0.79,0.21,26,1,1
3943,0.75,0.25,1,1,0
19136,0.34,0.66,13,0,0
7909,0.03,0.97,27,0,0
7967,0.93,0.07,22,1,0
12662,0.56,0.44,19,1,0
6254,0.61,0.39,25,1,0
7471,0.29,0.71,11,0,0
5804,0.39,0.61,12,0,1
1025,0.57,0.43,0,1,1
394,0.59,0.41,12,1,0
10925,0.54,0.46,6,1,1
5444,0.87,0.13,21,1,0
20640,0.49,0.51,1,0,0
1123,0.49,0.51,3,0,0
7537,0.01,0.99,34,0,0
19827,0.05,0.95,29,0,0
4152,0.24,0.76,34,0,0
10212,0.83,0.17,26,1,1
16358,0.35,0.65,9,0,0
872,0.61,0.39,7,1,1
3411,0.45,0.55,9,0,0
4707,0.53,0.47,9,1,0
16905,0.35,0.65,9,0,1
16115,0.54,0.46,19,1,1
17043,0.53,0.47,5,1,1
19831,0.68,0.32,20,1,0
21304,0.02,0.98,31,0,0
16476,0.02,0.98,33,0,0
2482,1.0,0.0,26,1,1
21340,0.39,0.61,3,0,1
3496,0.38,0.62,14,0,1
12457,0.34,0.66,23,0,0
6844,0.69,0.31,25,1,1
9348,0.52,0.48,21,1,0
6840,0.5,0.5,0,0,1
11760,0.99,0.01,31,1,1
16368,0.25,0.75,24,0,0
5910,0.66,0.34,17,1,1
266,0.09,0.91,24,0,1
15797,0.28,0.72,12,0,1
12394,0.65,0.35,28,1,1
17403,0.58,0.42,17,1,0
19273,0.69,0.31,18,1,0
8681,0.62,0.38,20,1,0
7299,0.84,0.16,19,1,1
2845,0.41,0.59,14,0,0
18534,0.58,0.42,0,1,1
12663,0.54,0.46,7,1,0
19397,0.01,0.99,28,0,0
185,0.0,1.0,27,0,0
7890,0.76,0.24,33,1,1
2676,0.95,0.05,28,1,1
15440,0.42,0.58,0,0,0
7699,0.52,0.48,0,1,0
11859,0.52,0.48,11,1,0
5789,0.26,0.74,25,0,0
9548,0.87,0.13,24,1,1
18583,0.05,0.95,28,0,0
9410,0.93,0.07,24,1,1
3373,0.3,0.7,7,0,0
12209,0.39,0.61,10,0,1
3491,1.0,0.0,32,1,1
8537,0.98,0.02,34,1,1
20569,0.57,0.43,18,1,0
14578,0.45,0.55,0,0,1
13047,0.5,0.5,10,1,1
15432,0.74,0.26,16,1,0
16247,0.56,0.44,21,1,0
15673,0.7,0.3,16,1,1
3215,0.64,0.36,17,1,1
19816,0.48,0.52,13,0,0
1644,0.38,0.62,11,0,0
9799,0.98,0.02,33,1,1
16498,0.61,0.39,21,1,1
16009,0.0,1.0,26,0,0
49,1.0,0.0,33,1,1
21351,0.72,0.28,17,1,1
17755,0.51,0.49,19,1,0
13171,0.13,0.87,34,0,0
2680,0.59,0.41,19,1,0
728,0.48,0.52,4,0,0
15468,0.0,1.0,28,0,0
424,0.47,0.53,7,0,0
19479,0.58,0.42,30,1,1
6672,0.01,0.99,29,0,0
19242,0.51,0.49,16,1,1
6508,0.99,0.01,25,1,1
10734,0.8,0.2,17,1,0
1710,0.41,0.59,11,0,0
15301,0.36,0.64,14,0,0
9842,0.45,0.55,12,0,0
20698,0.46,0.54,6,0,1
19106,0.47,0.53,1,0,1
1352,0.1,0.9,22,0,0
18800,0.35,0.65,20,0,1
14051,0.32,0.68,11,0,1
13524,0.49,0.51,18,0,1
20657,0.71,0.29,17,1,1
21038,0.36,0.64,35,0,1
20483,0.23,0.77,27,0,0
12201,0.95,0.05,31,1,1
19259,0.55,0.45,0,1,1
7366,0.38,0.62,10,0,1
9578,0.69,0.31,18,1,1
11317,0.5,0.5,10,1,1
9014,0.35,0.65,24,0,1
15785,0.06,0.94,25,0,0
17313,0.18,0.82,12,0,1
6868,0.57,0.43,15,1,0
18995,0.53,0.47,1,1,1
21315,0.96,0.04,23,1,1
6505,0.43,0.57,11,0,1
5004,0.45,0.55,6,0,1
21032,0.3,0.7,0,0,0
4050,0.96,0.04,23,1,1
18627,0.05,0.95,29,0,0
20696,0.0,1.0,36,0,0
21320,0.4,0.6,6,0,1
16598,0.99,0.01,36,1,1
18154,0.01,0.99,29,0,0
15231,0.52,0.48,3,1,1
8750,0.88,0.12,34,1,1
13680,0.97,0.03,26,1,1
12980,0.66,0.34,32,1,0
15486,0.21,0.79,26,0,0
13223,0.43,0.57,9,0,1
8434,0.45,0.55,0,0,1
11680,0.61,0.39,2,1,0
428,0.51,0.49,13,1,0
18067,0.0,1.0,29,0,0
16531,0.29,0.71,12,0,0
11221,0.88,0.12,34,1,1
17648,0.5,0.5,2,1,0
13120,0.36,0.64,11,0,0
9772,0.39,0.61,6,0,1
9433,0.95,0.05,33,1,1
6985,0.41,0.59,10,0,1
5213,0.99,0.01,27,1,1
18059,0.0,1.0,36,0,0
12270,0.96,0.04,28,1,1
3565,0.6,0.4,6,1,0
6235,0.99,0.01,23,1,1
1529,0.25,0.75,13,0,1
604,0.91,0.09,30,1,1
15970,0.23,0.77,23,0,0
16176,0.34,0.66,12,0,0
12785,0.03,0.97,24,0,0
2319,0.58,0.42,6,1,0
6247,0.62,0.38,16,1,1
19419,0.0,1.0,29,0,0
19767,0.44,0.56,4,0,0
16656,0.4,0.6,14,0,1
4535,0.09,0.91,21,0,0
5221,0.69,0.31,19,1,0
1771,0.39,0.61,14,0,1
14776,0.44,0.56,7,0,1
6682,0.59,0.41,24,1,1
16582,0.36,0.64,8,0,0
8917,0.38,0.62,22,0,1
18989,0.68,0.32,16,1,1
19390,0.96,0.04,33,1,1
4730,0.7,0.3,20,1,1
8665,0.98,0.02,29,1,1
21349,0.38,0.62,10,0,0
2582,0.68,0.32,6,1,0
5645,0.03,0.97,28,0,0
17967,0.08,0.92,26,0,1
3648,0.92,0.08,35,1,1
12373,0.3,0.7,34,0,0
18510,0.41,0.59,21,0,1
17192,0.27,0.73,12,0,0
6412,0.2,0.8,23,0,0
10012,0.45,0.55,14,0,1
21274,0.49,0.51,3,0,1
9783,0.19,0.81,28,0,0
2186,0.53,0.47,3,1,0
20301,0.15,0.85,30,0,0
9990,0.53,0.47,3,1,0
11565,0.06,0.94,34,0,0
8540,0.0,1.0,32,0,0
15082,0.09,0.91,26,0,0
14303,0.23,0.77,34,0,0
6754,0.99,0.01,25,1,1
6194,0.01,0.99,35,0,0
20939,0.18,0.82,21,0,0
12469,0.7,0.3,17,1,1
18706,0.87,0.13,23,1,1
1117,0.52,0.48,4,1,1
18657,0.55,0.45,22,1,0
17843,0.29,0.71,20,0,0
7833,0.26,0.74,22,0,0
20073,0.63,0.37,6,1,1
14857,0.89,0.11,24,1,1
14218,0.78,0.22,30,1,1
5891,0.45,0.55,13,0,0
1368,0.39,0.61,7,0,1
12231,0.98,0.02,30,1,1
7659,0.54,0.46,15,1,0
6191,0.05,0.95,32,0,0
16404,0.84,0.16,31,1,1
15956,0.83,0.17,28,1,1
12704,1.0,0.0,35,1,1
11480,0.0,1.0,33,0,0
1096,0.35,0.65,13,0,0
2819,0.53,0.47,10,1,1
934,0.44,0.56,1,0,0
2748,0.03,0.97,36,0,0
13994,0.79,0.21,18,1,0
17086,0.43,0.57,11,0,0
825,0.27,0.73,8,0,0
12340,0.99,0.01,31,1,1
14528,0.45,0.55,11,0,1
4933,0.37,0.63,10,0,1
12090,0.39,0.61,14,0,1
13919,0.42,0.58,7,0,0
13676,0.63,0.37,20,1,1
4005,0.83,0.17,26,1,1
6089,0.97,0.03,36,1,1
17180,0.12,0.88,24,0,0
15260,0.65,0.35,19,1,0
4640,0.66,0.34,24,1,0
240,0.66,0.34,8,1,0
15422,0.52,0.48,6,1,1
2769,0.11,0.89,20,0,1
21131,0.16,0.84,35,0,0
21022,0.27,0.73,10,0,1
17159,0.49,0.51,4,0,0
11623,0.55,0.45,7,1,0
19939,0.8,0.2,18,1,0
6139,0.17,0.83,8,0,1
8277,0.98,0.02,24,1,1
15800,0.1,0.9,36,0,0
8767,0.02,0.98,36,0,0
17981,0.49,0.51,1,0,1
5229,0.36,0.64,8,0,1
3015,0.55,0.45,21,1,1
18704,0.41,0.59,22,0,1
16845,0.46,0.54,8,0,1
10857,0.34,0.66,8,0,0
3689,0.44,0.56,1,0,1
5061,0.49,0.51,3,0,1
20830,0.54,0.46,21,1,1
5631,0.35,0.65,22,0,1
4357,0.51,0.49,11,1,1
19338,0.83,0.17,17,1,0
3882,0.28,0.72,13,0,1
21277,0.61,0.39,15,1,0
20185,0.95,0.05,23,1,1
19504,0.39,0.61,11,0,0
14984,0.53,0.47,7,1,1
3569,0.68,0.32,16,1,0
3639,0.41,0.59,5,0,0
19262,0.55,0.45,1,1,0
18217,0.02,0.98,25,0,0
5902,0.05,0.95,30,0,0
3647,0.34,0.66,8,0,0
14153,0.53,0.47,8,1,0
4614,0.2,0.8,36,0,0
9506,0.27,0.73,7,0,0
8264,0.01,0.99,35,0,0
1858,0.54,0.46,0,1,0
10912,0.56,0.44,20,1,1
4080,0.31,0.69,10,0,0
1444,0.5,0.5,5,1,0
18591,0.37,0.63,9,0,0
15442,0.56,0.44,0,1,1
13049,0.71,0.29,18,1,0
1103,0.84,0.16,18,1,0
13582,0.34,0.66,12,0,1
8296,0.45,0.55,7,0,1
15013,0.51,0.49,1,1,1
14370,0.01,0.99,34,0,0
2793,0.52,0.48,12,1,1
16010,0.42,0.58,20,0,0
1374,0.49,0.51,11,0,0
20827,0.47,0.53,10,0,0
